mu,sigma,integral,error
0.777059,0.668985,-0.424887,0.00313409
0.792233,0.668691,-0.434104,0.00229174
0.798865,0.650653,-0.431726,0.00375589
0.777207,0.647004,-0.436956,0.00241744
0.753636,0.636254,-0.434092,0.00174033
0.766157,0.613078,-0.43752,0.00162155
0.776898,0.605555,-0.430127,0.00204981
0.779209,0.587543,-0.438803,0.00159967
0.78372,0.60098,-0.440195,0.00136077
0.763246,0.595192,-0.435956,0.00163957
0.781419,0.598258,-0.437981,0.00160802
0.779059,0.606182,-0.443716,0.00150387
0.797229,0.583229,-0.438117,0.00166457
0.797338,0.560542,-0.412295,0.00212952
0.789698,0.574108,-0.434416,0.00167183
0.789698,0.574108,-0.434416,0.00167183
0.789046,0.578197,-0.438443,0.00170689
0.789046,0.578197,-0.438443,0.00170689
0.789046,0.578197,-0.438443,0.00170689
0.803375,0.603154,-0.450054,0.00129696
0.784816,0.617318,-0.446602,0.00152465
0.761763,0.607597,-0.44394,0.00156671
0.761763,0.607597,-0.44394,0.00156671
0.746417,0.596806,-0.433222,0.0017896
0.739349,0.597786,-0.419918,0.00196902
0.751568,0.605637,-0.427152,0.00150153
0.766536,0.603081,-0.439887,0.00154749
0.764489,0.617457,-0.436536,0.00137362
0.777633,0.604888,-0.441239,0.00127135
0.783276,0.625391,-0.444117,0.0015383
0.807928,0.61686,-0.43987,0.00204528
0.805876,0.621138,-0.45661,0.0011537
0.785016,0.608682,-0.447735,0.00125706
0.804312,0.615939,-0.448574,0.00138405
0.786071,0.6002,-0.439772,0.00214302
0.769274,0.575756,-0.423717,0.00201727
0.790162,0.570991,-0.429395,0.00191834
0.776231,0.5698,-0.419481,0.00196743
0.785108,0.561019,-0.425984,0.00217229
0.807924,0.556736,-0.429848,0.00233345
0.795761,0.575318,-0.437936,0.00189624
0.813659,0.591538,-0.4334,0.00124789
0.809677,0.605478,-0.440387,0.00157684
0.813618,0.596369,-0.438048,0.00170385
0.833248,0.585151,-0.429486,0.00205255
0.841606,0.599687,-0.44284,0.00162106
0.852865,0.590601,-0.437149,0.00182231
0.84744,0.609433,-0.437321,0.00198141
0.830173,0.593101,-0.423685,0.00250556
0.826004,0.603228,-0.442649,0.00145797
0.826004,0.603228,-0.442649,0.00145797
0.826002,0.578667,-0.44045,0.00170567
0.840315,0.594917,-0.441073,0.00202974
0.861685,0.612475,-0.436426,0.00231183
0.853653,0.622892,-0.449574,0.00177042
0.84207,0.631307,-0.443003,0.00220253
0.818608,0.615813,-0.457715,0.00112413
0.809672,0.629029,-0.439305,0.0025527
0.804839,0.633117,-0.445706,0.00181403
0.804839,0.633117,-0.445706,0.00181403
0.819915,0.639187,-0.44748,0.00201979
0.798235,0.65095,-0.438388,0.00197738
0.81128,0.633451,-0.446028,0.0019418
0.833229,0.646424,-0.438416,0.002272
0.825621,0.649299,-0.43426,0.00307864
0.804827,0.627498,-0.445468,0.00174664
0.796073,0.626745,-0.443908,0.0020335
0.815497,0.604428,-0.439786,0.00149801
0.797139,0.6038,-0.4396,0.0016331
0.800007,0.580652,-0.435581,0.00156828
0.795711,0.602542,-0.440377,0.00160428
0.819581,0.60849,-0.448233,0.00155635
0.803107,0.591497,-0.439757,0.00161208
0.791214,0.601311,-0.449061,0.00127067
0.792448,0.606474,-0.44688,0.00139223
0.786321,0.609751,-0.447433,0.00126484
0.786321,0.609751,-0.447433,0.00126484
0.808629,0.595621,-0.442682,0.0016482
0.81525,0.591378,-0.447916,0.00142601
0.81525,0.591378,-0.447916,0.00142601
0.811855,0.612625,-0.443921,0.00148437
0.808057,0.621027,-0.441831,0.00216261
0.800545,0.641118,-0.44384,0.00142523
0.800259,0.632371,-0.44566,0.00172259
0.800345,0.607927,-0.441149,0.00139289
0.790187,0.59002,-0.441293,0.00172389
0.789259,0.597045,-0.447254,0.00133257
0.796394,0.620995,-0.446837,0.00146608
0.774784,0.617795,-0.444097,0.00148421
0.774784,0.617795,-0.444097,0.00148421
0.774784,0.617795,-0.444097,0.00148421
0.761431,0.623151,-0.435927,0.0016312
0.746568,0.613978,-0.430166,0.00151536
0.761659,0.604671,-0.433873,0.00148178
0.78169,0.623195,-0.432038,0.00246704
0.80197,0.632897,-0.433422,0.00210699
0.782081,0.623026,-0.437199,0.00194997
0.772954,0.63312,-0.44678,0.00161725
0.786022,0.636177,-0.4383,0.00173526
0.808668,0.64674,-0.452889,0.00183993
0.808668,0.64674,-0.452889,0.00183993
0.808668,0.64674,-0.452889,0.00183993
0.803916,0.656351,-0.43609,0.00224718
0.790504,0.639566,-0.443639,0.00235615
0.790504,0.639566,-0.443639,0.00235615
0.790504,0.639566,-0.443639,0.00235615
0.78879,0.663113,-0.431267,0.00280803
0.808835,0.652959,-0.432759,0.00210458
0.785967,0.649249,-0.431564,0.00249552
0.78217,0.633999,-0.441751,0.00162342
0.802973,0.651355,-0.436791,0.00247601
0.788176,0.664682,-0.430709,0.00191713
0.803724,0.653454,-0.436209,0.00182361
0.803724,0.653454,-0.436209,0.00182361
0.803724,0.653454,-0.436209,0.00182361
0.782437,0.631177,-0.441569,0.00169998
0.766337,0.612042,-0.431821,0.00179705
0.781248,0.608587,-0.446029,0.00127612
0.803023,0.630248,-0.440002,0.00217765
0.816802,0.63051,-0.442434,0.00191284
0.837653,0.627216,-0.436828,0.00263424
0.854514,0.638776,-0.438444,0.00265358
0.854514,0.638776,-0.438444,0.00265358
0.875241,0.662207,-0.415921,0.00399428
0.852514,0.659804,-0.422954,0.0030523
0.852514,0.659804,-0.422954,0.0030523
0.83893,0.647721,-0.435215,0.00224381
0.82391,0.633563,-0.447636,0.00179053
0.82391,0.633563,-0.447636,0.00179053
0.829973,0.637639,-0.447127,0.00206487
0.829973,0.637639,-0.447127,0.00206487
0.831414,0.623281,-0.445807,0.00232984
0.830269,0.613206,-0.441188,0.00211597
0.846992,0.634155,-0.439539,0.00238811
0.844585,0.616032,-0.446916,0.00188485
0.821367,0.610749,-0.453147,0.00137993
0.809005,0.608897,-0.447479,0.00160026
0.807716,0.631392,-0.448655,0.0012716
0.829201,0.648558,-0.431026,0.00308606
0.818364,0.639071,-0.431679,0.0027086
0.801034,0.657803,-0.425897,0.00425496
0.817396,0.678813,-0.436491,0.00261431
0.829676,0.69817,-0.424425,0.00429151
0.829676,0.69817,-0.424425,0.00429151
0.829676,0.69817,-0.424425,0.00429151
0.826281,0.710474,-0.380038,0.00571654
0.826281,0.710474,-0.380038,0.00571654
0.836109,0.7157,-0.382798,0.00474931
0.81155,0.713726,-0.389041,0.00524635
0.81155,0.713726,-0.389041,0.00524635
0.81155,0.713726,-0.389041,0.00524635
0.823438,0.696714,-0.391897,0.00505154
0.823438,0.696714,-0.391897,0.00505154
0.837052,0.699247,-0.389746,0.00442675
0.815936,0.686613,-0.421196,0.00268285
0.820118,0.676815,-0.421877,0.00419422
0.820118,0.676815,-0.421877,0.00419422
0.808516,0.673093,-0.429016,0.00256717
0.795815,0.654757,-0.445107,0.00231431
0.811421,0.636887,-0.44381,0.00230169
0.829986,0.657461,-0.422727,0.0034347
0.85248,0.655732,-0.417332,0.00390912
0.828593,0.659788,-0.44038,0.00245364
0.821473,0.654647,-0.448,0.00187594
0.821473,0.654647,-0.448,0.00187594
0.803376,0.657606,-0.441552,0.00233188
0.803376,0.657606,-0.441552,0.00233188
0.803376,0.657606,-0.441552,0.00233188
0.809345,0.66253,-0.438149,0.00231072
0.809345,0.66253,-0.438149,0.00231072
0.794548,0.656419,-0.439872,0.00263329
0.794548,0.656419,-0.439872,0.00263329
0.786373,0.635149,-0.455903,0.0012406
0.786373,0.635149,-0.455903,0.0012406
0.786373,0.635149,-0.455903,0.0012406
0.786373,0.635149,-0.455903,0.0012406
0.786373,0.635149,-0.455903,0.0012406
0.786373,0.635149,-0.455903,0.0012406
0.786373,0.635149,-0.455903,0.0012406
0.781637,0.610497,-0.441334,0.00147216
0.793358,0.611912,-0.44329,0.001807
0.789602,0.610701,-0.443339,0.00199643
0.797722,0.618694,-0.445335,0.00170351
0.79779,0.615876,-0.451628,0.00123323
0.79779,0.615876,-0.451628,0.00123323
0.787,0.60374,-0.449761,0.00161462
0.787,0.60374,-0.449761,0.00161462
0.787,0.60374,-0.449761,0.00161462
0.77952,0.621598,-0.444101,0.00241508
0.754741,0.599271,-0.438942,0.00154151
0.754698,0.614004,-0.435071,0.00150299
0.752788,0.589283,-0.436225,0.00155262
0.752788,0.589283,-0.436225,0.00155262
0.752788,0.589283,-0.436225,0.00155262
0.767962,0.586395,-0.43719,0.00184229
0.767962,0.586395,-0.43719,0.00184229
0.758737,0.609113,-0.4349,0.00156049
0.759295,0.606399,-0.430742,0.00142201
0.763417,0.594997,-0.437513,0.00177477
0.761895,0.599946,-0.439149,0.00170908
0.761895,0.599946,-0.439149,0.00170908
0.761895,0.599946,-0.439149,0.00170908
0.750133,0.606051,-0.437396,0.00173484
0.750133,0.606051,-0.437396,0.00173484
0.736242,0.606537,-0.431934,0.00155403
0.760209,0.593899,-0.441044,0.00217332
0.760209,0.593899,-0.441044,0.00217332
0.760209,0.593899,-0.441044,0.00217332
0.760209,0.593899,-0.441044,0.00217332
0.760209,0.593899,-0.441044,0.00217332
0.760209,0.593899,-0.441044,0.00217332
0.760209,0.593899,-0.441044,0.00217332
0.760209,0.593899,-0.441044,0.00217332
0.760209,0.593899,-0.441044,0.00217332
0.765027,0.591033,-0.425366,0.00182225
0.740193,0.583848,-0.42607,0.00206051
0.752192,0.587487,-0.423847,0.00180165
0.752192,0.587487,-0.423847,0.00180165
0.727713,0.574773,-0.403545,0.00200836
0.707629,0.582552,-0.406064,0.00219435
0.715236,0.60408,-0.407223,0.00202485
0.731735,0.628983,-0.413694,0.00217705
0.753858,0.621371,-0.430162,0.00197631
0.763628,0.645718,-0.43788,0.00167464
0.763628,0.645718,-0.43788,0.00167464
0.783138,0.636171,-0.437233,0.00220542
0.766798,0.611282,-0.443743,0.00145918
0.766798,0.611282,-0.443743,0.00145918
0.766798,0.611282,-0.443743,0.00145918
0.771628,0.63,-0.440484,0.00128664
0.76473,0.613438,-0.447633,0.00134267
0.780893,0.611346,-0.448073,0.00163206
0.800501,0.611404,-0.450453,0.00124327
0.800501,0.611404,-0.450453,0.00124327
0.812819,0.623004,-0.447342,0.00177355
0.829834,0.639233,-0.442899,0.00247834
0.829834,0.639233,-0.442899,0.00247834
0.829834,0.639233,-0.442899,0.00247834
0.829834,0.639233,-0.442899,0.00247834
0.831663,0.622781,-0.447652,0.00150611
0.813342,0.611101,-0.441848,0.00182531
0.797764,0.626634,-0.450154,0.00131215
0.797764,0.626634,-0.450154,0.00131215
0.797764,0.626634,-0.450154,0.00131215
0.796,0.633802,-0.450295,0.00154168
0.796,0.633802,-0.450295,0.00154168
0.806602,0.624939,-0.451886,0.00130031
0.830709,0.612482,-0.445096,0.0016782
0.80612,0.635756,-0.437471,0.00187229
0.826927,0.621267,-0.447136,0.00183642
0.826927,0.621267,-0.447136,0.00183642
0.848791,0.637958,-0.448732,0.00186099
0.852887,0.630997,-0.452228,0.00225959
0.836978,0.637382,-0.442944,0.00266029
0.836978,0.637382,-0.442944,0.00266029
0.837559,0.614269,-0.455596,0.00154261
0.837559,0.614269,-0.455596,0.00154261
0.837559,0.614269,-0.455596,0.00154261
0.837559,0.614269,-0.455596,0.00154261
0.837559,0.614269,-0.455596,0.00154261
0.833883,0.634695,-0.460008,0.00151652
0.833883,0.634695,-0.460008,0.00151652
0.816128,0.615157,-0.448159,0.00154049
0.821002,0.626748,-0.457231,0.00127258
0.821002,0.626748,-0.457231,0.00127258
0.821002,0.626748,-0.457231,0.00127258
0.821002,0.626748,-0.457231,0.00127258
0.821002,0.626748,-0.457231,0.00127258
0.821002,0.626748,-0.457231,0.00127258
0.8232,0.624525,-0.448641,0.00197669
0.8232,0.624525,-0.448641,0.00197669
0.826682,0.604057,-0.441213,0.00194043
0.851594,0.603516,-0.439953,0.0018973
0.841339,0.598731,-0.438902,0.0019107
0.842287,0.574964,-0.428112,0.0019413
0.847528,0.587933,-0.430061,0.00227829
0.85843,0.594726,-0.433099,0.0021229
0.860024,0.611464,-0.437593,0.00290029
0.860024,0.611464,-0.437593,0.00290029
0.864437,0.618198,-0.437162,0.00213389
0.864437,0.618198,-0.437162,0.00213389
0.865325,0.625083,-0.442859,0.00232013
0.865325,0.625083,-0.442859,0.00232013
0.865325,0.625083,-0.442859,0.00232013
0.865325,0.625083,-0.442859,0.00232013
0.865325,0.625083,-0.442859,0.00232013
0.865325,0.625083,-0.442859,0.00232013
0.865325,0.625083,-0.442859,0.00232013
0.868584,0.608051,-0.441912,0.00206871
0.866808,0.596286,-0.43585,0.00218424
0.866275,0.607092,-0.432932,0.00224868
0.875044,0.588134,-0.437119,0.00180102
0.875044,0.588134,-0.437119,0.00180102
0.875044,0.588134,-0.437119,0.00180102
0.874603,0.591302,-0.437562,0.00198242
0.874603,0.591302,-0.437562,0.00198242
0.874603,0.591302,-0.437562,0.00198242
0.874603,0.591302,-0.437562,0.00198242
0.874603,0.591302,-0.437562,0.00198242
0.874603,0.591302,-0.437562,0.00198242
0.869298,0.611965,-0.440898,0.00302182
0.869298,0.611965,-0.440898,0.00302182
0.847849,0.606833,-0.438294,0.00203847
0.83107,0.59082,-0.443755,0.00158848
0.841627,0.611581,-0.441048,0.00194308
0.841627,0.611581,-0.441048,0.00194308
0.822011,0.611968,-0.448459,0.0019074
0.817229,0.617694,-0.448383,0.00169396
0.804321,0.629121,-0.456526,0.00140235
0.804321,0.629121,-0.456526,0.00140235
0.828223,0.612082,-0.448092,0.00143964
0.841613,0.632843,-0.447109,0.00243768
0.841613,0.632843,-0.447109,0.00243768
0.841613,0.632843,-0.447109,0.00243768
0.849598,0.650004,-0.439009,0.00257033
0.849598,0.650004,-0.439009,0.00257033
0.870483,0.632472,-0.434769,0.00243818
0.876242,0.643192,-0.43385,0.00298328
0.876242,0.643192,-0.43385,0.00298328
0.878969,0.623472,-0.43498,0.00293287
0.878969,0.623472,-0.43498,0.00293287
0.864,0.636604,-0.451608,0.00223183
0.864,0.636604,-0.451608,0.00223183
0.864,0.636604,-0.451608,0.00223183
0.864,0.636604,-0.451608,0.00223183
0.864,0.636604,-0.451608,0.00223183
0.864,0.636604,-0.451608,0.00223183
0.864,0.636604,-0.451608,0.00223183
0.864,0.636604,-0.451608,0.00223183
0.845228,0.627544,-0.450957,0.00173587
0.845228,0.627544,-0.450957,0.00173587
0.845228,0.627544,-0.450957,0.00173587
0.845228,0.627544,-0.450957,0.00173587
0.845228,0.627544,-0.450957,0.00173587
0.845228,0.627544,-0.450957,0.00173587
0.845228,0.627544,-0.450957,0.00173587
0.825723,0.610476,-0.450894,0.00156926
0.804286,0.623775,-0.457972,0.00106505
0.804286,0.623775,-0.457972,0.00106505
0.804286,0.623775,-0.457972,0.00106505
0.804286,0.623775,-0.457972,0.00106505
0.806196,0.610168,-0.459107,0.00140641
0.806196,0.610168,-0.459107,0.00140641
0.806196,0.610168,-0.459107,0.00140641
0.806196,0.610168,-0.459107,0.00140641
0.806196,0.610168,-0.459107,0.00140641
0.806196,0.610168,-0.459107,0.00140641
0.806196,0.610168,-0.459107,0.00140641
0.81037,0.60185,-0.451453,0.00123954
0.81037,0.60185,-0.451453,0.00123954
0.793115,0.602729,-0.456419,0.00124036
0.793115,0.602729,-0.456419,0.00124036
0.793115,0.602729,-0.456419,0.00124036
0.793115,0.602729,-0.456419,0.00124036
0.793115,0.602729,-0.456419,0.00124036
0.793115,0.602729,-0.456419,0.00124036
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
0.796068,0.603161,-0.456453,0.00153152
